"id","transcription","language","original_split"
"lin_25988","Ndako esika bayambaka bato balingi kolia biloko to komela masanga oyo tobengaka bar to restaurant eza na bakiti na mesa eza na ba  verre likolo.","lin","train"
"lin_25982","bandeko eleko na omona awa na miso na ngai ebendela oyo eza ebele bendela ya mboka oyo babengaka burundi eza bendelam ya mboka oyo ebengami","lin","train"
"lin_25987","litacold eza kisi ebikisaka mpasi nyonso ya kosukosu pe ya miyoyo bamelaka ango na mai po ete eza kisi ya mbuma ekoki pe kosalisa kobikisa mpasi nyonso ya motu na ba passi nyonso ezowuta na kosukosu to na miyoyo.","lin","train"
"lin_25963","liboso na ngai namoni mwana mwasi kitoko azapembe azui na loboko naye bendele eza naba langi mibale eza naba langi ya masaka pe na bozinga pe mwana mwasi oyo alati mupila yaba langi ya bozinga","lin","train"
"lin_25958","bana classe batelemi libanda basina mibali basali milongo bazali balati bilamba ya ndenge na ndenge pe balati pe bilamba ya kelasi misusu balati bilamba ya bozenga bamisusu balati bilamba ya kaki bamisusu balati bilamba ya pembe baza basina mibali pe bazali ebele bazotala likolo bamisusu bazotala liboso","lin","train"
"lin_25976","Awa nazomona eza armoire ya mesa, awa okotia pe ba biloko nayo awa na tirware oyo okotia ba biloko nayo ba bilamba otie wana na tirware namoni pe mosusu eza na porte mosusu wa pe kotia ba bilamba no na kati wana otia yango na chambre.","lin","train"
"lin_31827","Ndaku ya monene ya kitoko eza na jardin ya kitoko na ba pavé.","lin","train"
"lin_31895","Kelasi ya bana ezali na bamesa ya ba langi na bakiti ya ba langi yabokeseni:ba langi ya elala,langi ya motane,langi ya bonzinga na langi ya chocolat.","lin","train"
"lin_31800","Oyo kasi ezali neti libende kasi yango ba salisaka yango na mosala ebele kasi batie yango na se,eloko ya libende yango eza na langi neti ya mwindu oyo pe na se mosusu eza na langi ya mwindu yango eza neti ya ko betela.","lin","train"
"lin_31832","Na bilili oyo nali komona balakisinga likolo ya mesa babuku ya bana kalasi ebele buku oyo eza ya francais amoni bana mibale na kati ya buku oyo pe basepeli","lin","train"
"lin_31805","Sani ya kolia biloko na mofiniku.","lin","train"
"lin_31871","Oyo ezali litoi litoi oyo endaki biloko ya matoi ekeseni, biloko ya matoi oyo eza mabende mabende ya biloko ya matoi oyo eza na langi ya mosaka.","lin","train"
"lin_31818","Na kati ya ndaku babongisi yango kitoko kiti eza wana ya monene na ya moke mesa na batie ba eleko bakongenga wana ezongenga mpe na bakusin ya mibale batie likolo ya kiti.","lin","train"
"lin_31867","Awa tozali komona eaa nakati ya ndaku ya nzmbz Oyo ya catholique","lin","train"
"lin_31830","Awa esika na komi awa nazo mona liboso na ngai eza mwa nzete moko monene.  Epui nsima yango kuna nao mona eza obele ndako moko ndako ya etage eza kuna.  Epui liboso ya ndako wana nao mona eza obele mutuka moko etelemi kuna ya lange ya pembe.","lin","train"
"lin_31875","photo namoni awa, namoni eza sapato ya ko lata, ya mibali, ya kitoko","lin","train"
"lin_31835","kasi boye nde nazomona liboso na ngai ezali eleko moko ndire elogo ndr insine moko eza na langi ya mwindo kasi oyo na insine yango na ekri boye eza na langi ya pembe pe na langi ya motane","lin","train"
"lin_31884","Ndako ya kitoko ya monene ya pembe ndako yamgoi eza na kati ya lupango yango sikoyo babateli yango malamu na basinga ya libende mpona bamiyibi bakota te bakanga miyibi","lin","train"
"lin_31859","na liboso nangai awa namoni balakisi ngai bakiti minei na mesa nakati kati yango mais batu bazo fandela yango te mais eza kitoko","lin","train"
"lin_31887","oyo ezali mutuka ba bengi jeep, ezali mutuka yako salisaka bato ko tambola, ba koma esika bazo kende noki noki noki, ezali na couleur ya moindo","lin","train"
"lin_31853","Awa lisusu namoni bazolakisaga eza esika moko boye esikawa namoni mutuka ya monene ya molayi eza ba mituka oyo ememaka ba zelo Yako Tonga ndaku.","lin","train"
"lin_31885","Kasi na ndenge nazomona ondire ezali eza sini moko babengi yango kasi na kati kati ya yango nazomona eza na elembo moko eza na langi ya motane pe na pembeni na yango nazomona eza na langi ya mwindo makasi.","lin","train"
"lin_34225","Ndako ya kitoko oyo ezali na esika mibale yase na ya likolo ezali na lopango ya mpebe na ekuke nango ya Lange ya bozinga","lin","train"
"lin_34293","Liyemi ezali na mutu afungoli munoko azali koseka alati matalatala ya langi ya mosaka akangi loboko naye pe ezali kolobela votre affiche nase ezali na ba mituka ebele.","lin","train"
"lin_34219","Bilenge mibali bazali kokanga foto","lin","train"
"lin_34204","Buku, eza buku .","lin","train"
"lin_34233","Mutuka ezali na ba polisi ezo tambola bazo sala mosala oyo ba bengaka patrouille, eza motuka eza polele ozo mona ba polisi na kati","lin","train"
"lin_34240","Oyo kasi eza ba sakoshi oyo neti mikumba batiaka bilamba yango eza neti esika ba tekisaka yango eza na langi ya motane kasi eza pe na langi ya mwindu boye.","lin","train"
"lin_34220","Awa namoni eza biloko yako lia batie na sani.","lin","train"
"lin_34271","Na bilili oyo ali komona balakisinga a likolo ya meza ya pembe eza baenvelope ya bakalatas za na balangi ya kaki nde namoni balakisinga.","lin","train"
"lin_34289","Bato bazo sala sport,balati bilamba ya mosala nango baza pe na entraîneur na bango.","lin","train"
"lin_34224","awa ezali bakonzi ya ekolo oyo mibale bapesami mbote , balati ba kazaka ya bozinga.","lin","train"
"lin_34215","N'a elili oyo bazolakisa na katiyandaku,ndako nabengi suku namonoko yalopoto ba bengi chambre esika bazolakisa biso mbetu eza na matelas te'","lin","train"
"lin_34265","Awa tozali komona nakati ya ndako tozali komona saani ya kitoko ya plastique eza na ba fololo nde tozali komona.","lin","train"
"lin_34275","Namoni liboso na nga kisi ya ko mela ba bengi IBUCAP pe kisi oyo ebikisaka motu na nzoto soki ozo yoka pasi.","lin","train"
"lin_34238","Esika ya kofanda moto azopema ezali na matiti mokuse baflere pe ezali na ba nzete eza na kiti eza na moto te mosika mokie ezali komona na bandako ya milayi.","lin","train"
"lin_34246","Na elili Oyo Nazo mona bazolakisa viso bileyi yakolia bileyi ya ekolo Esika balambi","lin","train"
"lin_34261","Mosala ya mayele na mosala ya maboko esalemi awa ezali ekeko ya tata mobali .
ekeko ya tata mobali oyo esalemi eza na langi ya mundu tata mobali oyo atelemi loboko na ye ya mwasi esimbi na kati ya poshe ya mbati na ye","lin","train"
"lin_34227","Naza komona denis sasungeso aza mokonzi ya mboka ya congo brazzaville .","lin","train"
"lin_34260","Buku moko, eza na elili ya mwana-mwasi ya motu moko atelemi, aza neti moyibi, ayibi  malala.  Aza na suki ya pembe, ya mwindu. Na nsima na ye, moto azo landa ye po azo ngisa malala na ye.","lin","train"
"lin_96814","Mobali kasi ye afandi pembeni ya mayi afandi na bwato kasi ye wana azofanda alati elamba eza na langi ya bozinga eza pe na langi ya pembe.","lin","train"
"lin_96825","Kasi boyo ezali matiti eza neti na zamba kasi matiti yango eza matiti ya zamba eza makasa minene yango kasi na nde nazomona eza na langi ya pondu kasi ezali ebele eza ebele.","lin","train"
"lin_96846","Boye kasi eza na bato bazo katisa ebale ba lingi bazwa bwatu, eza na tata kasi ye wana alingi akota bwatu po akatisa ngambo akende esika mosusu esika ba ndako ezali.","lin","train"
"lin_96818","Boyekasi ezali batu badesine batu kasi eza na motu azobeta mbunda, eza na motu mosusu pe azoneti boye azobina yango tablo yango eza na langi ya bozinga.","lin","train"
"lin_96836","oyo eza kongo pona kosala bilanga kongo na kosalela bilanga ozomona boye pona oyo nde okoki kosala bilanga na yo malamu tozomona na zelo.","lin","train"
"lin_96834","photo namoni awa namoni mafouta ya kopakoula yaba mwasi yakitoko makasi","lin","train"
"lin_96816","Na esika na komi awa ba ndeko nazo mona eza mwa balabala balabala moko ya mabele. Na kati ya balabala oyo nazo mona eza obele papa moko boye aza na moto.  Na moto na ye sima pe amemi mwa kikapu moko ya pembe pe moindo eza na kati ya biloko.","lin","train"
"lin_96867","biloko ya kolia nazomona bakamundele ,baloso ,misuni , fufu ,kasi bitekuteku ,biloko etondani wana kasi eza kitoko epesa kolia boye biloko yango bato bazomitiela kasi na saani","lin","train"
"lin_96862","Boye kati eza ndako neti salon ya moto mais on dire eza KO présente ba accessoires moko batekisa ya basi mais nakati yandako ozomona na ba langi ya moko pembe pe na libanda ndenge wana.","lin","train"
"lin_96882","Awa na moni balabala, pe na ngambo ya balabala eza ndako ba komi na monoko ya lopoto Bank, esika ba bombaka Bank.","lin","train"
"lin_96889","Nakati ya lopango oyo tomoni ba ndako mibale ya Etage tomoni nakati ba nzete ya manga na ba nzete ebele na porte tomoni eza na couleur ya mwindu","lin","train"
"lin_96830","Ba biloko tomoni awa ,eza ba biloko ya kelasi,tomoni ba buku na ba colle ya bana, na ba peinture,na mua tablette nde ba biloko tomoni awa  na ba milangi ya colle","lin","train"
"lin_96813","foto eza liboso na biso namoni bamwa polisie aza kotambola balati kitoko mpenza oyo ya katikati azotala na kati ya telefone pe balati mwa cachne kuna nsima na bamoni ndako emonani eza ndako na bango basalaka na kati pe eza place moko ya kitoko mpenza","lin","train"
"lin_48116","Elili oyo ezali kolakisa biso, oyo ba bengaka na lopoto jardin potager.","lin","train"
"lin_48107","esika na komi awa bandeko na omona eza bakopo moko mitano bakopo moko ya kitoko mpenza mena kati ya bakopo oyo namoni koza na kati banguba oyo ya konika mbiza na kati ya bakopo oyo","lin","train"
"lin_48171","Ba sangani elongo na kelasi bazo koma misusu bazo tala na tableau pona ba koma malamu donc, eza kelasi oyo eza mibali kaka na kati , basi baza te .","lin","train"
"lin_48177","Ezali eloko batiaka na maboko ba mekaka motema.","lin","train"
"lin_48155","Na elili oyo toyali komona toyali komona loboko ya ndeko songolo esimbi passoir na loboko na ye pe passoir yango eza nango na langi ya mayi ya pondu.","lin","train"
"lin_48141","liboso na ngai nazomona oyo babengaka na monoko ya lopoto pano publicitaire likolo na yango nazomona mwasi moko atelemi liboso na ye koza basaka me ebele","lin","train"
"lin_48156","motuka ya monene na langi ya mosaka eza bongo na balabala ya mabele","lin","train"
"lin_48193","Awa namoni balakisi biso eza esika mokoboye eza bana kelasi mwana nyoso azotiya loboko likolo ys lipeka ya mininga naye","lin","train"
"lin_48110","Kasi boye nazomona ezali neti biloko,biloko yango eza neti ba mbuma,Kasi nazomona eza na langi ya motane,pe eza na langi ya pondu,pe eza na langi moko ya lilala.","lin","train"
"lin_48186","Awa namoni awa ,eza buku ,buku ya kelasi ,buku ya kelasi ya grammaire, kombo na yango cahier d'exercices ,eza buku,buku ya kelasi ,ya grammaire ,ya grammaire eza  couleur ya ,bleu ,jaune,orange","lin","train"
"lin_48166","oyo thermus yango eza ya langi ya motane mofuniko nayango eza ya langi ya moindo pe na katikati nayango ya lange ya mosaka na nsima na yango eza elokomoko bazo tekisa","lin","train"
"lin_48169","sika tokomi awa nazomona na misu na ngai naza obele na kati ya place balobaka na monoko ya lopoto naza na kati ya restaurant bare eza place oyo batekesaka babiloko ya komela babiloko ya kolia epi liboso na ngwawa naomona bamesa na mesa wana kwa kati basani ya pembe epi na bakopo ya komela na kati masango","lin","train"
"lin_48112","Na liboso nanga nazomona paneau publicitaire bakomi Ismael Zake,na mwana mobali aza na basuki ebele, na mutuka etelemi ya langi ya moindo.","lin","train"
"lin_48115","Foto eza liboso na ngai na monimwa ndako ya kitoko pe ndako oyo eza na balange ya kitoko mpenza, liboso yango na monimwa vase moko batie mwa fololo ya mwa nzete ya kitoko, pe likolo awa namoni bakomi komi bangwa biloko na bancarde oyo pe emonani ndako oyo eza ndako ya boyangeli ya mwa agence moko ya mboka ya kongo.","lin","train"
"lin_93240","ekeko ya patrice lumumba eza wana na sima eza waa nzete eza kaka motu na ye na mapeka kaka alakili nedi","lin","train"
"lin_93207","Awa tozali komona bazali kolakisa biso ezali bongo niama ya zamba","lin","train"
"lin_93253","na zandu likolo ya mesa bazoteka mabenge ebele kuna nsima bazoteka pe bandunda na bamadeso","lin","train"
"lin_93287","Etagere esilisi kosalema etagere yango eza libanda esalemi na mabaya eza na lange ya bondinga, lange ya pembe, na lange ya mwindo.","lin","train"
"lin_93257","Awa na moni eza na mwana mobali moko oyo atelemi e namoni akangi miso alati mwa shémise moko ya kitoko oyo batongi na maputa.","lin","train"
"lin_93218","Esika tokomi awa, ezali bongo na kati ya bilanga, na bilanga yango oyo tomoni nzete ya safu","lin","train"
"lin_93217","Kiti oyo ba sali yango kitoko yango ba sali yango ba tie liputa.  Ba tie liputa ya kitoko eza na langi ya bozinga eza na langi ya lon-gondo eza pe na langi ya mosaka.  Kasi eza kitoko mingi kasi eza kiti oyo ba fandelaka.","lin","train"
"lin_93239","Namoni ndako ya etage, eza na langi ya mosaka.","lin","train"
"lin_93265","Bendele kasi bendele yango ezali na langi ya pondu kasi na kati kati eza na langi ya pembe na se moke eza na langi ya motane kasi nayebate soki eza ebendele ya mboka nini.","lin","train"
"lin_93225","Mikonzi ya mboka na moni ba tieli bango na mwa tapis ya honeur wana  pembeni na bango pe mosali ya nzambe eza wana e sala on dirait eza na bapaya moko ba yaki ko yamba .","lin","train"
"lin_93269","Foto namoni awa namoni eza biloko ya koliya biloko namoni eza dongo dongo.","lin","train"
"lin_93222","Awa namoni bazo sala publicité ya kisi ya komela ya nkombo ya biprofène, ba pesi galama nango balakisi quantité eza na kati.","lin","train"
"lin_93212","lutu ya libende eza libongo ya madodo madodo mpona kokalenga mikate to pe likayabu to pe fred to pe mosuni ya ngombe to pe mosuni ya soso","lin","train"
"lin_93268","Liboso na biso awa ba lakisi biso foto oyo ya mwana mwasi,oyo ao lata bilamba na ye pe azwi foto na ye na lopango na bango nde yango bao lakisa biso.","lin","train"
"lin_93276","bamaboko ezali bamaboko maboko ya bozenga maboko ya langi ya pondu maboko ya langi ya mosaka maboko ya langi ya lilala maboko ya langi ya motani maboko ya langi ya longondo maboko ya shokola maboko ya langi ya bwee","lin","train"
"lin_93290","oyo eza biloko ba bengi  pilipili, pilipili batiyaka yango na biloko po esala biloko ezala kitoko ,mutu alinga yango  aliya yango na esengo babenga yango pilipili,tomoni ezali ya couleur verte na couleur ya matiti tomoni ezali naya jaune ezali naya rouge donc eza kaka pilipili pilipili pilipili","lin","train"
"lin_63078","Esika bazali koteka ba bikomeli ezali na ekomeli na kombo ya percar ezali na ba langi ya ebele moko batie yango na kati ya benda.","lin","train"
"lin_63072","Awa liboso nazo mona eza na kati ya kelasi, kasi bana kelasi baza na kati te.","lin","train"
"lin_63022","Na bilili oyo nali komona balakisi nga bato ebele bali kokima pe bali kotambola likolo ya mayi ba memi biloko na bango bakiti ba mbabula ba bidon ba mbeto namoni pe papa moko na kati na bango namoni ba nzete kuna pe na ndako.","lin","train"
"lin_63013","Ndako ya monene ya etage na mopanzi ezali pe na mire na yango ya mikuse bakasangisi yango na mabende moto atelemi liboso ya mire liboso ya mire ezali bongo balabala ya mituka.","lin","train"
"lin_63025","Tata mfumu sango atelemi wana azali koteya batu boye kasi batu yango mpe bafukami bafukameli ye ye bango yango balati bilamba eza na langi ya motane ye pe tata mfumu sango alati bilamba eza na langi ya motane pe mosaka.","lin","train"
"lin_63003","Nazomona mesa awa mesa yango eza na langi ya mwindu eza mesa batiye kalculatrice moko wana likolo ya mesa wana ya mwindu nazomona pe bakiti pe eza wana bakiti ezaango wana eza na salo ya ndako donc ndako esika bato bavandaka eza na salon","lin","train"
"lin_63029","Na elili oyo nazo mona bazo lakisa biso na etaleli ya pembeni makasi, sapatu mibale, ezali ya mibali. 
 Ezali na langi ya bokanza .","lin","train"
"lin_63058","Liboso na ngai awa nazakomona décor moko ya kitoko,eza mesa mingi na yango eza na couleur ya motani, na ba matiti mwa moke ya mai ya pundu eza décor moko ya kitoko.","lin","train"
"lin_63046","foto namoni awa namoni eza biloko ya koliya ,biloko oyo namoni eza pondu na madesu","lin","train"
"lin_63052","Elili oyo ezali nde buku,buku batie foto to elili lisusu ya makako ya monene mokomboso to nkema ya monene na sima ezali matiti.","lin","train"
"lin_63040","Na moni elenge mobali amemi makemba na mutu na loboko na ye ya mobali amemi sac, batu mususu bazali koteka pembeni ya balabala,","lin","train"
"lin_63057","Awa namoni penza ezali eh! Tableau moko munene batye nanzela, ponakosala publicité, nabatu bazakoteka biloko nabango, namoni nabamituka ezali kotambola, nabatu bazali kotambola, eh! Ezali vraiment kitoko, namoni bakomi slamouv, eh! Bakomi naba date biloko wana ekosalema","lin","train"
"lin_81695","Ndako oyo ezali na mitane mibale ya se ezali na ba porte  ya moyindo na ya likolo ezali na ba porte ya pembe .","lin","train"
"lin_81632","Mokonzi azotambola bamapinga batelemi koto pembeni bango nyonso bakangi maboko bazozela bayoka eloko yango mokonzi akoyebisa bango","lin","train"
"lin_81646","Nyama ya soso yako kalinga loso balambi yango pilau déjà esi ebeli batye yango na saani déjà eza prêt po mutu alya.","lin","train"
"lin_81653","Bana ya kelasi bazali na molakisi na bango bazokamata bango bilili.","lin","train"
"lin_81639","Eza kaka fruit nazomoma fruit awa eza likolo ya nzete ba fruit yango eza na langi ya chokola.","lin","train"
"lin_81638","Awa namoni eza esika oyo bazo tekisa ba kiti ya sika makasi na ba mesa nayango.","lin","train"
"lin_81636","Liboso na ngai nazomona matiti oyo bakati yango kitoko penepene na yango nazomona pe lopango moko ya molai.","lin","train"
"lin_81613","Awa ya ko melela ngo the eza na langi ya mosaka, na ya langi ya mayi ya pondu.Eza likolo ya mesa,oyo eza na langi ya mosaka eza na fololo ya chokolat na kati.","lin","train"
"lin_81666","Ba sapato oyo eza lokola bottine ya bato ba betaka foot ,ba sportif nde balataka sapato ya boye bottines.","lin","train"
"lin_81647","Na bilili oyo nali komona balakisinga eza ba carton ebele na kati eza ba bilamba ya bana mike nde nali komona balakisinga.","lin","train"
"lin_81673","bato bavani na likita mesa bavani liboso mesa bavanli liboso yango eza lange ya mpembe na nsima na yango eza na lopango ya mire langi ya bozinga bakoma na lange ya mpembe balati bakazaka mwindu na bafololo liboso na yango","lin","train"
"lin_81672","bana mingi bafandi na se bana mikolo na bana mike ya babebe bamisusu balati bilamba bamisusu balati bilamba te baza na bosoto bafandi pembeni ya zamba na banzete nzete pembeni na bango","lin","train"
"lin_81661","non a komona bato banga kosala sporee kosala spore azomona basi basi balati moindo kauto ya moindu likolo motani na nse cesapapi ya pembela mosusu balaki ya moindo molakisi pe ya alati ya ye pe chokola","lin","train"
"lin_17491","Singa ya kingo oyo ezali likolo ya sakochi ya bana ya basi nyonso etelemi likolo ya mesa, na sima ezali na eloko ya pembe.","lin","train"
"lin_17416","Stade tapi na langi ya pondu motani bakiti na langi ya pondu motani pe mosaka langi likolo epakolami langi ya pembe","lin","train"
"lin_17462","Awa tozali komona balakisi biso elege ya mobali ya telemi alati uniforme na ye ezali na lange ya mai ya pondu tozali komona abetaka ndembo tomoni nsima na ye kuna bato mosusu bazali kobeta ndembo.","lin","train"
"lin_17448","Na moni eza esika ba tekisaka ba buku, liboso na ngai nazo mona buku moko likolo na yango namoni ba komi mathematique.","lin","train"
"lin_17463","Awa namoni balakisi biso mwana-mwasi moko ya kitoko pe namoni alati singa na kingo kasi elongi na ye ezomonana te.","lin","train"
"lin_17460","oyo bakiti ya divin eza na salon eza esika baosala ango mpona omonama misusu eza ndenge na pembeni eza pe na bakuse na yango","lin","train"
"lin_17489","he na liboso nangayi awa nazali komona tukutuku ezalaka naba pineux misatu pe tukutuku elingaka komemela mutu biloko soki ehuti wenze","lin","train"
"lin_17490","septante na moni etwale moko eza kuna na likolo eza na langi ya mosaka eza pe na langi ya motane brasco eza logo","lin","train"
"lin_17410","Oyo ezali kwanga batie yango na sani ya mbele ba kati kati yango mike mike, ezali sani eza na sani na kati ya sani ya mbele.Sani yango ya mbele pembeni kuna eza na langi ya pondu, na ya motane.","lin","train"
"lin_17424","Na elili oyo bazolakisa biso kati kati esika ya masolo esika bayambaka bapaya tozomona ezali na bakiti ya kofanda.","lin","train"
"lin_17442","Awa ezali otomoko eza lokola livre eza lokola kaye bakomi binaton na moto moko dse ya frigo likolo mana batie ds ya petit mini  batiela badese ya cho ya gaz o eza lokwa pibicya butique mko.","lin","train"
"lin_73700","Mutuka eza koleka na balabala. Ezali bongo na langi ya mwindo.","lin","train"
"lin_73705","Sapatu mibale ya mibali ezali na se ezali na ba singa ya kokanga yango po esimba lokolo malamu ezali na langi ya moyindo na pembe na motane moke.","lin","train"
"lin_73701","mbisi na makemba bakati mike mike ya kokalinga batia yango na sane ezali na sosi te","lin","train"
"lin_73763","Elili oyo ezo lakisa biso bidon monene ya huile ba lambekaka pe ba kalingaka biloko.","lin","train"
"lin_73754","Awa tozali komona kazali kanyama moko kazali na kati ya mai kazali konage kazali kosokola kazali kotambola na kati soki kazali kanyama nini toyebi te iiiekasi ezaliezali iie.","lin","train"
"lin_73793","Boye kasi ezali mashini oyo mashini oyo soki eza ya nini kasi yango eza esika batie yango mpona esala mosala na yango,yango eza na langi ya mwindu eza pe na langi ya bozinga eza pe na langi ya mbwe.","lin","train"
"lin_73796","Sapato eza awa eza na likolo ya nsima eza pe na ba singa nango ya pembe, eza na langi ya mbwe,pe molongo moko ya bozinga, pe na langi ya pembe, sapato yango eza lokolo moko.","lin","train"
"lin_73752","Ndako,ezali ndako ba clôturé yango eza pe na ndako wana ba tongi yango kitoko batie ba tole ya langi ya motani na peinture ya langi ya pembe kitoko.","lin","train"
"lin_73731","Bapambi lopango oyo kitoko makasi tala lolenge engengi.","lin","train"
"lin_73779","Liboso na nga namoni loboko ya mwasi, alati na monoko ya poto ba lobaka gourmette, gourmette wana eza na ba langi ya bonzinga na ba langi ya chocolat, nde namoni yango wana","lin","train"
"lin_73727","bana mibale batelemi liboso ya portai ya motane oya mobali alati sapatu ya moindo na pantono ya ajine na polo ya bozenga oyo ya mwasi alati bongo sapatu ya pembe akangi bongo suki na langi ya mosaka","lin","train"
"lin_73799","Namoni bato misato batelemi, mibale kuna mosusu aza awa pe na moni oyo awa aza liboso ya mwa étagere pe na moni aza kotala bato oyo baza ko solola kuna emonani mobali oyo aza mobali akengelaka awa mpona namoni mwa kiti naye ya plastique eza pembeni awa.","lin","train"
"lin_93800","Ndako ya nzambe eza na Langi ya pundu ba nzete pembeni.","lin","train"
"lin_93801","Mapapa mibale ezali na se ezali na langi ya pembe na basinga ya langi ya bozinga","lin","train"
"lin_93859","Eza biloko ya kolia batie yango na super marche.Eza ya ko tekisa ba komi classique sauce champignon, eza biloko ba tekisaka mpona kolia.","lin","train"
"lin_93853","Bato ebele bavandi na ndako monene bazolanda mateya ya bato bavandi liboso na bango","lin","train"
"lin_93848","awa tozali komona mwasi na mobali batelemi bazokanga foto balati kitoko nazomona mwasi y bakangi soki bitoko zai na lange motani na moindo balati robe ya kitoko mpenza ya lange ya motani pe","lin","train"
"lin_93881","Lipapa ya basi ya haut talon na langi ya moyindo,pe na kati langi ya mosaka,eza likolo ya mesa.","lin","train"
"lin_93829","boye pombenina ngai boye nazomona ezali na camion camion yango ezali monene eyango camion yango kasi ezali na langi ya bozinga pe na langi ya pembe","lin","train"
"lin_93857","Na bilili oyo twali komona awa eza biloko ya kalase nde nali komona eza na balange ya moindo motane bozinga pembe.","lin","train"
"lin_93840","esika oyo lisusu bazali bongo kolakisa biso kisi kisi yango bamelaka soki mutu aza na kosukosu pe soki nzoto eza na mwa moto.","lin","train"
"lin_93826","elili namoni liboso na ngai awa namoni mwa felo ya kitoko pe felo oyo esalaka na bamwa courant pe fele oyo eza makasi mpenza pe na moni eza na mwa efandeli na yango pe eza na mwa balangi moko ya kitoko mpenza","lin","train"
"lin_93879","kasi boye nde nazomona ezali ndako moko ya monene kasi ndako yango ya monene eza na langi ya pembe kasi pe pembeni ya ndako yango eza na jardin moko ya moke ya kitoko kasi jardin yango eza na bapo eza na pomoko pe ya kitoko","lin","train"
"lin_93896","azomona bana ya mike ya mibali bawosaka na kokima bazali lokola bana ya kelasi mpona azomoya baza neti baza na kelasi na kati ya lopango ya kelasi","lin","train"
"lin_93894","Nzela eza libosa na biso ya molai na kati ya nzela yango bato bazokende na motuka moko ya mwindo, pembeni ya nzela yangu bandako eza mingi na banzete eza pe mingi pembeni dako ya nzela yangu.","lin","train"
"lin_93843","
awa namoni balakisi ngayi  eza nyamya ya zamba ba bengaka yango nkoyi nde yangoyonanu ekoli te eza nanu na mwana","lin","train"
"lin_93898","Kisi ba bengi diproson nakati ya carton nango.","lin","train"
"lin_93824","Na kati na elili oyo tozali komona lisanga ya bato, kasi bato yango koza bapaya oyo baye balati bango nyonso babikoti, kasi bamosusu bazalaki bato oyo baza na lolenge ya kozala kaka, pe tomoni mwana pe bato yango bazoloba bapa yango bazoloba.","lin","train"
"lin_93893","Liboso nangai oyo ba bengaka yango na monoko ya lopoto logo, eza logo bakomi centre hospitalier universitaire de Brazzaville eza na ba langi mingi pembe, moyindo,mosaka pe na pondu .","lin","train"
"lin_96295","Papa moko ya monene alati lopete na maboko nyonso mibale na matala tala atelemi azo tala liboso.","lin","train"
"lin_96254","Mobali azomonana si akoli afandi alati bubu alati pe mayaka na kingo mayaka mibale moko ya chokola na moko ya pembe.","lin","train"
"lin_96274","Awa to zali ko mona ezali mafuta ya copakola eza mibale.  Kasi na moko oyo ezo monana mingi mingi ezali mafuta ya carolit.  Pe to kotala na elili elakisi biso mafuta ya bana basi.  Mafuta yango eza ya ko kangama.","lin","train"
"lin_96263","Boye na ndenge nazomona sapato on dire sapato ya mibali ou bien ya bana na koyeba boye bien te kasi nde nazomona ezali na langi moko neti ya longodo ou bien eza na langi ya bozinga.","lin","train"
"lin_96278","Ba prizonier ebele bafandi na kapita na bango ya soda atelemi liboso na bango kuna pembeni ba soda mosusu ebele bazali na nsima na bango nyonso mwa zamba muke ezali.","lin","train"
"lin_96231","Eh Awa ! namoni , lisusu balakisi biso ka mwa étagère, moko ya kitoko ! ya pembe oyo bawuti kobongisa sika , eh namoni ! Awa eza esika ! oyo bazobongisa bakiti  pe, na kotekisa yango .","lin","train"
"lin_96269","Kamwa ndako ya mabanga,balakisi la vierge Marie na l'enfant Jesus nakati.","lin","train"
"lin_96270","ndako ya etage monene balakisi na kati ya ndako moto azali te ezali kaka bameble moto ata moko azali te","lin","train"
"lin_96277","foto namoni  awa namoni eza foto ya bana ebele bafandi na kelase 
","lin","train"
"lin_96247","ka mwa eloko tomoni awa liboso na biso eza nyama te eza ndeke te namonoko yalopoto bambengakango eza chauve souris nde yango oyo","lin","train"
"lin_96210","Awa ezali lisanga ya basali ya ekolo lisanga ya basali ya ekolo oyo ba telemi likolo ya toko etoko yango eza na langi ya motani, na nsima place lisanga ya basali ya ekolo oyo batelemi tozomona etutu yango eza na langi ya bonzinga","lin","train"
"lin_96286","Ea facebook a moi ara eza tine wana ya facebook na moi ea  bakoma na lang ya pee namoi mpelangi a bozinga, pe ezali waa lang a m","lin","train"
"lin_96290","foto namoni balakisi ngayi namoni mwasi moko namobali moko batelemi bazwani na mabokohee  mwasi alati  robe ya bleu nakuma namoni  drapeau wana eza naba etoile hee mama asepeli","lin","train"
"lin_88287","Elembo moko ya mboka badesine bongo vert batie masanga na kati.","lin","train"
"lin_88267","Oyo kasi ezali neti nzongu nzongu moko eza neti ya molai kasi yango eza neti libende yango eza na langi ya mbwe, kasi pe eza na singana yango ebaluki eza na langi ya mwindo.","lin","train"
"lin_88239","awa tozomona lipapu ya ndeke to ya soso eza na kati ya zambe lakanis eza moindo","lin","train"
"lin_88210","Na moni ndako pembeni na balabala eza nakati ya lopango ya mabende na langi ya mosaka","lin","train"
"lin_88269","singa ya kingo na biloko ya matoi na mokate ezotekisa miza na zambe eza ya sika singa ya kingo na biloko ya matoi yango esalemi na libende eza na langi ya mosaka","lin","train"
"lin_88255","foto oyo eza liboso na biso namoni mwana mobale ai lati kitoko zotambola kasi emonani pe akee mosika","lin","train"
